"charset","UTF-8",
"filename","TopoExportData-2017_08_24-15_52_10.csv",
"exporttime","08/24/2017 15:52:45",
"exportuser","admin",
"total","1490",



"class","parentdn","path","label","alias","dn","type","x","y","longitude","latitude","icon","background","category","memo",
"ne","NE=327","/Physical Root/EASY_DEPLOYMENT/LALXA33005_Abou_Qier/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=327,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=327","/Physical Root/EASY_DEPLOYMENT/LALXA33005_Abou_Qier/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=327,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=327","/Physical Root/EASY_DEPLOYMENT/LALXA33005_Abou_Qier/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=327,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=327","/Physical Root/EASY_DEPLOYMENT/LALXA33005_Abou_Qier/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=327,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=327","/Physical Root/EASY_DEPLOYMENT/LALXA33005_Abou_Qier/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=327,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=327","/Physical Root/EASY_DEPLOYMENT/LALXA33005_Abou_Qier/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=327,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","NE=323","/Physical Root/EASY_DEPLOYMENT/LALXA23033_Awaid_4/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=323,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=335","/Physical Root/EASY_DEPLOYMENT/LCAIN10022_Tagmoa1/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=335,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=323","/Physical Root/EASY_DEPLOYMENT/LALXA23033_Awaid_4/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=323,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=335","/Physical Root/EASY_DEPLOYMENT/LCAIN10022_Tagmoa1/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=335,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=323","/Physical Root/EASY_DEPLOYMENT/LALXA23033_Awaid_4/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=323,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=335","/Physical Root/EASY_DEPLOYMENT/LCAIN10022_Tagmoa1/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=335,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=323","/Physical Root/EASY_DEPLOYMENT/LALXA23033_Awaid_4/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=323,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=335","/Physical Root/EASY_DEPLOYMENT/LCAIN10022_Tagmoa1/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=335,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=323","/Physical Root/EASY_DEPLOYMENT/LALXA23033_Awaid_4/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=323,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=335","/Physical Root/EASY_DEPLOYMENT/LCAIN10022_Tagmoa1/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=335,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=323","/Physical Root/EASY_DEPLOYMENT/LALXA23033_Awaid_4/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=323,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","NE=335","/Physical Root/EASY_DEPLOYMENT/LCAIN10022_Tagmoa1/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=335,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","NE=289","/Physical Root/EASY_DEPLOYMENT/LCAIW30330_Maadi markting centre/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=289,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=289","/Physical Root/EASY_DEPLOYMENT/LCAIW30330_Maadi markting centre/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=289,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=289","/Physical Root/EASY_DEPLOYMENT/LCAIW30330_Maadi markting centre/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=289,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=289","/Physical Root/EASY_DEPLOYMENT/LCAIW30330_Maadi markting centre/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=289,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=289","/Physical Root/EASY_DEPLOYMENT/LCAIW30330_Maadi markting centre/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=289,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=289","/Physical Root/EASY_DEPLOYMENT/LCAIW30330_Maadi markting centre/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=289,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","NE=322","/Physical Root/EASY_DEPLOYMENT/LALXA23029_Awaid_5/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=322,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=322","/Physical Root/EASY_DEPLOYMENT/LALXA23029_Awaid_5/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=322,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=322","/Physical Root/EASY_DEPLOYMENT/LALXA23029_Awaid_5/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=322,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=322","/Physical Root/EASY_DEPLOYMENT/LALXA23029_Awaid_5/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=322,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=322","/Physical Root/EASY_DEPLOYMENT/LALXA23029_Awaid_5/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=322,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=322","/Physical Root/EASY_DEPLOYMENT/LALXA23029_Awaid_5/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=322,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","NE=334","/Physical Root/EASY_DEPLOYMENT/LCAIE30090_MOK2/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=334,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=334","/Physical Root/EASY_DEPLOYMENT/LCAIE30090_MOK2/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=334,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=334","/Physical Root/EASY_DEPLOYMENT/LCAIE30090_MOK2/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=334,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=334","/Physical Root/EASY_DEPLOYMENT/LCAIE30090_MOK2/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=334,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=334","/Physical Root/EASY_DEPLOYMENT/LCAIE30090_MOK2/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=334,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=334","/Physical Root/EASY_DEPLOYMENT/LCAIE30090_MOK2/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=334,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LALXN13109_Hanouveil_3_October","LALXN13109_Hanouveil_3_October","","NE=371","BTS3900 LTE","1458.0","314.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","NE=331","/Physical Root/EASY_DEPLOYMENT/LALXN13103_Hanouveil_4/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=331,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=331","/Physical Root/EASY_DEPLOYMENT/LALXN13103_Hanouveil_4/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=331,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=331","/Physical Root/EASY_DEPLOYMENT/LALXN13103_Hanouveil_4/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=331,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=331","/Physical Root/EASY_DEPLOYMENT/LALXN13103_Hanouveil_4/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=331,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=331","/Physical Root/EASY_DEPLOYMENT/LALXN13103_Hanouveil_4/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=331,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=331","/Physical Root/EASY_DEPLOYMENT/LALXN13103_Hanouveil_4/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=331,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LALXA13086_El_dekhela_7","LALXA13086_El_dekhela_7","","NE=372","BTS3900 LTE","1087.0","323.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LALXA23030_Awaid_3","LALXA23030_Awaid_3","","NE=373","BTS3900 LTE","1265.0","267.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LALXA23040_Somoha_2","LALXA23040_Somoha_2","","NE=374","BTS3900 LTE","1156.0","29.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LALXA33013_El_Haramen_LE","LALXA33013_El_Haramen_LE","","NE=375","BTS3900 LTE","1334.0","21.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LALXN23121_El_Amira_el_basra","LALXN23121_El_Amira_el_basra","","NE=376","BTS3900 LTE","1018.0","21.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LCAIE10002_Manshyet Naser","LCAIE10002_Manshyet Naser","","NE=378","BTS3900 LTE","360.0","141.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LCAIE10027_HG-Neqabat","LCAIE10027_HG-Neqabat","","NE=379","BTS3900 LTE","180.0","331.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LCAIE30095_Madinet_Nasr_1","LCAIE30095_Madinet_Nasr_1","","NE=380","BTS3900 LTE","673.0","198.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LCAIN10142_Ahmed_Orabi_1","LCAIN10142_Ahmed_Orabi_1","","NE=381","BTS3900 LTE","381.0","-27.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LCAIN30075_EL KHOSOS 3","LCAIN30075_EL KHOSOS 3","","NE=382","BTS3900 LTE","742.0","76.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LCAIW10254_Kalyob","LCAIW10254_Kalyob","","NE=383","BTS3900 LTE","551.0","254.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE_FDD.gif","","1","",
"ne","/CommonSubnet=PLTSN_108/","/Physical Root/EASY_DEPLOYMENT/LCAIW30086_OMARAT EL-SHATR EL-SADS","LCAIW30086_OMARAT EL-SHATR EL-SADS","","NE=384","BTS3900 LTE","10.0","152.0","0D0'0""W","0D0'0""S","image/iconN/node_LTE.gif","","1","",
"ne","NE=371","/Physical Root/EASY_DEPLOYMENT/LALXN13109_Hanouveil_3_October/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=371,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=371","/Physical Root/EASY_DEPLOYMENT/LALXN13109_Hanouveil_3_October/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=371,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=371","/Physical Root/EASY_DEPLOYMENT/LALXN13109_Hanouveil_3_October/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=371,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=371","/Physical Root/EASY_DEPLOYMENT/LALXN13109_Hanouveil_3_October/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=371,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
"ne","NE=371","/Physical Root/EASY_DEPLOYMENT/LALXN13109_Hanouveil_3_October/Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0","","NE=371,eNodeBRRU=0_0_81","RRU","400.0","400.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=81, Slot No.=0,RRU3971_0-81-0",
"ne","NE=371","/Physical Root/EASY_DEPLOYMENT/LALXN13109_Hanouveil_3_October/Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0","","NE=371,eNodeBRRU=0_0_82","RRU","400.0","440.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=82, Slot No.=0,RRU3971_0-82-0",
"ne","NE=368","/Physical Root/EASY_DEPLOYMENT/LCAIE20044_El_Zawi_El_Hamra/Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0","","NE=368,eNodeBRRU=0_0_70","RRU","400.0","240.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=70, Slot No.=0,RRU3262_0-70-0",
"ne","NE=368","/Physical Root/EASY_DEPLOYMENT/LCAIE20044_El_Zawi_El_Hamra/Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0","","NE=368,eNodeBRRU=0_0_71","RRU","400.0","280.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=71, Slot No.=0,RRU3262_0-71-0",
"ne","NE=368","/Physical Root/EASY_DEPLOYMENT/LCAIE20044_El_Zawi_El_Hamra/Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0","","NE=368,eNodeBRRU=0_0_72","RRU","400.0","320.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=72, Slot No.=0,RRU3262_0-72-0",
"ne","NE=368","/Physical Root/EASY_DEPLOYMENT/LCAIE20044_El_Zawi_El_Hamra/Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0","","NE=368,eNodeBRRU=0_0_80","RRU","400.0","360.0","180D0'0""E","90D0'0""N","image/iconN/node_rru.gif","","0","Cabinet No.=0, Subrack No.=80, Slot No.=0,RRU3971_0-80-0",
